Date,Code,Name,Cell,Base_Price,1D_Return,3D_Return,5D_Return,Settled_Count,Type1,Type2,Type3,Break_MA5,Break_MA20,Break_MA60
2026-06-01,376900,로킷헬스케어,R2C1,59400.0,0.0,-13.47,,2,,,,,,
2026-06-01,108320,LX세미콘,R3C2,55400.0,0.0,-6.32,,2,,,,,,
2026-06-01,499790,GS피앤엘,R1C1,43450.0,0.0,12.08,,2,,,,,,
2026-06-01,025540,한국단자,R1C1,81000.0,0.0,-7.65,,2,,,,,,
2026-06-01,214320,이노션,R1C1,20100.0,0.0,-0.25,,2,,,,,,
2026-06-01,005090,SGC에너지,R4C2,55400.0,0.0,-15.43,,2,,,,,,
2026-06-01,053610,프로텍,R1C1,79000.0,0.0,-6.46,,2,,,,,,
2026-06-01,00104K,CJ4우(전환),R3C2,163200.0,0.0,0.8,,2,,,,,,
2026-06-01,053800,안랩,R1C1,61600.0,0.0,-5.03,,2,,,,,,
2026-06-01,389470,인벤티지랩,R1C1,50700.0,0.0,-7.3,,2,,,,,,
2026-06-01,059090,미코,R1C1,20050.0,0.0,5.74,,2,,,,,,
2026-06-01,093050,LF,R1C2,22550.0,0.0,-4.21,,2,,,,,,
2026-06-01,002350,넥센타이어,R1C2,6710.0,0.0,1.79,,2,,,,,,
2026-06-01,112040,위메이드,R1C2,19270.0,0.0,-4.72,,2,,,,,,
2026-06-01,000640,동아쏘시오홀딩스,R1C2,89600.0,0.0,-4.8,,2,,,,,,
2026-06-01,122640,예스티,R2C2,26400.0,0.0,-3.22,,2,,,,,,
2026-06-01,042000,카페24,R2C2,21850.0,0.0,-11.76,,2,,,,,,
2026-06-01,003300,한일홀딩스,R1C2,16620.0,0.0,0.3,,2,,,,,,
2026-06-01,455900,엔젤로보틱스,R3C4,31600.0,0.0,-16.93,,2,,,,,,
2026-06-01,340570,티앤엘,R1C1,56800.0,0.0,-3.17,,2,,,,,,
2026-06-01,199800,툴젠,R3C2,50900.0,0.0,-4.52,,2,,,,,,
2026-06-01,095660,네오위즈,R1C2,19580.0,0.0,-2.66,,2,,,,,,
2026-06-01,168360,펨트론,R1C1,19510.0,0.0,-0.62,,2,,,,,,
2026-06-01,072710,농심홀딩스,R1C2,91200.0,0.0,-3.18,,2,,,,,,
2026-06-01,065680,우주일렉트로,R1C2,45650.0,0.0,-8.87,,2,,,,,,
2026-06-01,013030,하이록코리아,R1C1,35700.0,0.0,-2.66,,2,,,,,,
2026-06-01,170920,엘티씨,R2C2,39650.0,0.0,17.28,,2,,,,,,
2026-06-01,144960,뉴파워프라즈마,R1C1,9310.0,0.0,-8.7,,2,,,,,,
2026-06-01,287840,인투셀,R1C2,26550.0,0.0,-4.52,,2,,,,,,
2026-06-01,425040,티이엠씨,R1C1,18290.0,0.0,-1.04,,2,,,,,,
2026-06-01,234340,헥토파이낸셜,R1C1,27500.0,0.0,-10.91,,2,,,,,,
2026-06-01,241770,메카로,R3C2,36650.0,0.0,7.37,,2,,,,,,
2026-06-01,286940,롯데이노베이트,R3C4,23550.0,0.0,-9.98,,2,,,,,,
2026-06-01,003720,삼영,R1C1,9800.0,0.0,-12.45,,2,,,,,,
2026-06-01,041920,메디아나,R4C3,17480.0,0.0,-16.42,,2,,,,,,
2026-06-01,036890,진성티이씨,R1C2,14210.0,0.0,-1.97,,2,,,,,,
2026-06-01,355150,코스텍시스,R1C2,38250.0,0.0,-5.36,,2,,,,,,
2026-06-01,053030,바이넥스,R1C1,8890.0,0.0,-7.65,,2,,,,,,
2026-06-01,000650,천일고속,R1C1,198600.0,0.0,5.24,,2,,,,,,
2026-06-01,064850,에프앤가이드,R2C1,24850.0,0.0,-2.82,,2,,,,,,
2026-06-01,019010,베뉴지,R2C1,5800.0,0.0,-11.21,,2,,,,,,
2026-06-01,357880,SKAI,R3C1,5350.0,0.0,-12.52,,2,,,,,,
2026-06-01,061090,세나테크놀로지,R1C2,48850.0,0.0,2.56,,2,,,,,,
2026-06-01,474650,링크솔루션,R1C2,47000.0,0.0,-13.19,,2,,,,,,
2026-06-01,054950,제이브이엠,R1C2,21900.0,0.0,0.91,,2,,,,,,
2026-06-01,338840,와이바이오로직스,R1C2,16830.0,0.0,-11.47,,2,,,,,,
2026-06-01,017890,한국알콜,R1C2,12000.0,0.0,-6.75,,2,,,,,,
2026-06-01,035510,신세계 I&C,R2C3,17880.0,0.0,-9.34,,2,,,,,,
2026-06-01,402030,코난테크놀로지,R3C3,18740.0,0.0,-10.09,,2,,,,,,
2026-06-01,149950,아바텍,R4C2,16390.0,0.0,-0.49,,2,,,,,,
2026-06-01,134380,미원화학,R1C2,10110.0,0.0,2.87,,2,,,,,,
2026-06-01,037560,LG헬로비전,R2C4,2860.0,0.0,-12.41,,2,,,,,,
2026-06-01,065710,서호전기,R1C1,41800.0,0.0,-3.95,,2,,,,,,
2026-06-01,241590,화승엔터프라이즈,R1C1,3530.0,0.0,-3.26,,2,,,,,,
2026-06-01,192440,슈피겐코리아,R2C3,34150.0,0.0,-9.96,,2,,,,,,
2026-06-01,256840,한국비엔씨,R2C2,3080.0,0.0,-2.44,,2,,,,,,
2026-06-01,457550,우진엔텍,R1C1,22000.0,0.0,-0.45,,2,,,,,,
2026-06-01,474170,루미르,R1C1,11460.0,0.0,-6.81,,2,,,,,,
2026-06-01,092220,KEC,R2C1,4950.0,0.0,9.09,,2,,,,,,
2026-06-01,462860,더즌,R1C1,2765.0,0.0,-4.52,,2,,,,,,
2026-06-01,024060,흥구석유,R1C1,12750.0,0.0,-6.2,,2,,,,,,
2026-06-01,032580,피델릭스,R2C1,5760.0,0.0,-5.38,,2,,,,,,
2026-06-01,102460,이연제약,R1C1,10200.0,0.0,-4.12,,2,,,,,,
2026-06-01,003610,방림,R2C2,5160.0,0.0,-0.39,,2,,,,,,
2026-06-01,371950,풍원정밀,R2C3,8200.0,0.0,-10.49,,2,,,,,,
2026-06-01,123330,제닉,R2C1,22900.0,0.0,0.66,,2,,,,,,
2026-06-01,036010,아비코전자,R4C2,13090.0,0.0,-17.49,,2,,,,,,
2026-06-01,031440,신세계푸드,R1C1,43950.0,0.0,1.82,,2,,,,,,
2026-06-01,271980,제일약품,R1C2,11370.0,0.0,-9.67,,2,,,,,,
2026-06-01,049430,코메론,R1C2,18100.0,0.0,-0.61,,2,,,,,,
2026-06-01,396300,세아메카닉스,R2C2,6070.0,0.0,-13.01,,2,,,,,,
2026-06-01,179290,엠아이텍,R2C2,4955.0,0.0,-4.34,,2,,,,,,
2026-06-01,046440,KG파이낸셜,R1C2,4150.0,0.0,-2.29,,2,,,,,,
2026-06-01,106190,하이텍팜,R3C2,14820.0,0.0,-1.28,,2,,,,,,
2026-06-01,003480,한진중공업홀딩스,R1C1,5140.0,0.0,-3.99,,2,,,,,,
2026-06-01,105330,케이엔더블유,R2C2,9240.0,0.0,1.19,,2,,,,,,
2026-06-01,331920,셀레믹스,R1C2,17890.0,0.0,-17.89,,2,,,,,,
2026-06-01,002220,한일철강,R1C2,5420.0,0.0,-12.08,,2,,,,,,
2026-06-01,006660,삼성공조,R2C3,17780.0,0.0,-26.21,,2,,,,,,
2026-06-01,205500,넥써쓰,R3C3,2170.0,0.0,-4.38,,2,,,,,,
2026-06-01,047560,이스트소프트,R1C2,11620.0,0.0,-7.75,,2,,,,,,
2026-06-01,032940,원익,R2C1,7500.0,0.0,-8.0,,2,,,,,,
2026-06-01,011280,태림포장,R2C1,1839.0,0.0,1.03,,2,,,,,,
2026-06-01,004080,신흥,R1C2,13600.0,0.0,0.74,,2,,,,,,
2026-06-01,007540,샘표,R1C2,44300.0,0.0,-2.93,,2,,,,,,
2026-06-01,014710,사조씨푸드,R4C3,7390.0,0.0,0.14,,2,,,,,,
2026-06-01,205100,엑셈,R2C2,1788.0,0.0,-3.47,,2,,,,,,
2026-06-01,036630,세종텔레콤,R3C3,12500.0,0.0,-10.24,,2,,,,,,
2026-06-01,123040,엠에스오토텍,R2C3,1933.0,0.0,-1.03,,2,,,,,,
2026-06-01,040350,크레오에스지,R1C4,6130.0,0.0,25.94,,2,,,,,,
2026-06-01,014530,극동유화,R1C1,3385.0,0.0,-0.59,,2,,,,,,
2026-06-01,002450,삼익악기,R1C2,1275.0,0.0,0.08,,2,,,,,,
2026-06-01,053260,금강철강,R2C1,6140.0,0.0,-19.22,,2,,,,,,
2026-06-01,339950,아이비김영,R1C1,2545.0,0.0,-0.98,,2,,,,,,
2026-06-01,034590,인천도시가스,R1C2,26000.0,0.0,-1.15,,2,,,,,,
2026-06-01,493330,지에프아이,R2C1,14660.0,0.0,-6.75,,2,,,,,,
2026-06-01,189330,씨이랩,R4C2,11900.0,0.0,-20.08,,2,,,,,,
2026-06-01,489460,바이오비쥬,R4C3,6970.0,0.0,-1.43,,2,,,,,,
2026-06-01,011000,진원생명과학,R3C1,1151.0,0.0,-6.34,,2,,,,,,
2026-06-01,377480,마음AI,R3C3,14630.0,0.0,2.94,,2,,,,,,
2026-06-01,039340,한국경제TV,R1C1,4690.0,0.0,-1.71,,2,,,,,,
2026-06-01,265740,엔에프씨,R1C1,5610.0,0.0,-6.24,,2,,,,,,
2026-06-01,004100,태양금속,R1C1,2730.0,0.0,-11.54,,2,,,,,,
2026-06-01,173130,오파스넷,R2C2,7640.0,0.0,-16.23,,2,,,,,,
2026-06-01,042500,링네트,R1C2,4440.0,0.0,-7.21,,2,,,,,,
2026-06-01,096240,크레버스,R1C1,9150.0,0.0,-1.53,,2,,,,,,
2026-06-01,036580,팜스코,R1C3,2605.0,0.0,-1.92,,2,,,,,,
2026-06-01,039010,현대에이치티,R1C3,10450.0,0.0,-6.7,,2,,,,,,
2026-06-01,109070,주성코퍼레이션,R4C3,1632.0,0.0,11.46,,2,,,,,,
2026-06-01,066590,스모트로닉,R1C2,2220.0,0.0,-3.6,,2,,,,,,
2026-06-01,037760,쎄니트,R2C1,2485.0,0.0,-3.22,,2,,,,,,
2026-06-01,060310,3S,R2C1,1520.0,0.0,-12.83,,2,,,,,,
2026-06-01,067370,선바이오,R4C1,6590.0,0.0,-4.1,,2,,,,,,
2026-06-01,102370,케이옥션,R1C1,2950.0,0.0,-5.42,,2,,,,,,
2026-06-01,147760,피엠티,R4C1,7220.0,0.0,-29.5,,2,,,,,,
2026-06-01,038680,에스넷,R1C1,3920.0,0.0,-8.42,,2,,,,,,
2026-06-01,128660,피제이메탈,R1C1,3105.0,0.0,-5.15,,2,,,,,,
2026-06-01,348150,고바이오랩,R1C2,3930.0,0.0,-4.58,,2,,,,,,
2026-06-01,017480,삼현철강,R1C2,4830.0,0.0,-0.72,,2,,,,,,
2026-06-01,032850,비트컴퓨터,R1C1,4485.0,0.0,-4.68,,2,,,,,,
2026-06-01,013700,까뮤이앤씨,R2C1,1228.0,0.0,-4.23,,2,,,,,,
2026-06-01,222420,쎄노텍,R1C1,1502.0,0.0,-18.44,,2,,,,,,
2026-06-01,222110,팬젠,R3C1,5270.0,0.0,-4.55,,2,,,,,,
2026-06-01,187420,HLB제넥스,R2C1,2150.0,0.0,0.7,,2,,,,,,
2026-06-01,453860,에이에스텍,R3C2,10840.0,0.0,-5.44,,2,,,,,,
2026-06-01,100220,비상교육,R1C1,5350.0,0.0,-5.42,,2,,,,,,
2026-06-01,332370,아이디피,R1C4,5210.0,0.0,-1.73,,2,,,,,,
2026-06-01,032540,TJ미디어,R1C1,3295.0,0.0,6.53,,2,,,,,,
2026-06-01,061250,화일약품,R3C2,8150.0,0.0,-1.6,,2,,,,,,
2026-06-01,046210,HLB파나진,R3C2,1497.0,0.0,-5.88,,2,,,,,,
2026-06-01,198080,캐프,R1C2,3150.0,0.0,-10.0,,2,,,,,,
2026-06-01,045340,토탈소프트,R1C3,7640.0,0.0,-12.17,,2,,,,,,
2026-06-01,446840,지슨,R1C2,1163.0,0.0,-7.39,,2,,,,,,
2026-06-01,027830,대성창투,R1C2,1186.0,0.0,0.76,,2,,,,,,
2026-06-01,061040,알에프텍,R2C4,7040.0,0.0,2.56,,2,,,,,,
2026-06-01,246960,SCL사이언스,R3C2,1871.0,0.0,-3.31,,2,,,,,,
2026-06-01,460870,에스엠씨지,R1C2,3120.0,0.0,-14.1,,2,,,,,,
2026-06-01,005670,푸드웰,R1C1,6250.0,0.0,-6.4,,2,,,,,,
2026-06-01,291650,압타머사이언스,R2C2,1004.0,0.0,-10.46,,2,,,,,,
2026-06-01,229000,젠큐릭스,R2C1,2590.0,0.0,-2.51,,2,,,,,,
2026-06-01,214270,FSN,R2C2,1330.0,0.0,4.29,,2,,,,,,
2026-06-01,278650,HLB바이오스텝,R3C2,3435.0,0.0,-8.3,,2,,,,,,
2026-06-01,347740,피엔케이피부임상연구센타,R1C2,1963.0,0.0,-2.55,,2,,,,,,
2026-06-01,305090,마이크로디지탈,R2C3,2980.0,0.0,-3.19,,2,,,,,,
2026-06-01,417860,오브젠,R4C4,11730.0,0.0,-10.49,,2,,,,,,
2026-06-01,396690,미래에셋글로벌리츠,R1C2,1350.0,0.0,9.33,,2,,,,,,
2026-06-01,004920,씨아이테크,R3C2,1020.0,0.0,-5.2,,2,,,,,,
2026-06-01,068330,일신바이오,R2C2,1202.0,0.0,-5.32,,2,,,,,,
2026-06-01,355390,크라우드웍스,R4C4,3305.0,0.0,-13.16,,2,,,,,,
2026-06-01,007680,대원,R1C2,3900.0,0.0,-7.31,,2,,,,,,
2026-06-01,432430,와이랩,R3C3,3130.0,0.0,-5.43,,2,,,,,,
2026-06-01,466410,사이냅소프트,R1C1,10170.0,0.0,-5.41,,2,,,,,,
2026-06-01,219750,한국비티비,R4C4,761.0,0.0,-24.97,,2,,,,,,
2026-06-01,452160,제이엔비,R2C1,4895.0,0.0,-13.59,,2,,,,,,
2026-06-01,079000,와토스코리아,R2C3,6330.0,0.0,-8.53,,2,,,,,,
2026-06-01,129890,앱코,R1C1,976.0,0.0,1.33,,2,,,,,,
2026-06-01,059100,아이컴포넌트,R2C2,6240.0,0.0,-12.5,,2,,,,,,
2026-06-01,000950,전방,R1C1,26250.0,0.0,0.57,,2,,,,,,
2026-06-01,087600,픽셀플러스,R3C3,5380.0,0.0,-9.57,,2,,,,,,
2026-06-01,019770,서연탑메탈,R1C2,3730.0,0.0,-7.91,,2,,,,,,
2026-06-01,263810,상신전자,R1C1,2650.0,0.0,-1.13,,2,,,,,,
2026-06-01,025880,케이씨피드,R1C2,2520.0,0.0,0.0,,2,,,,,,
2026-06-01,258610,케일럼,R3C1,1141.0,0.0,-11.22,,2,,,,,,
2026-06-01,403490,우듬지팜,R2C1,898.0,0.0,-13.25,,2,,,,,,
2026-06-01,153490,우리이앤엘하루틴,R1C1,791.0,0.0,-11.25,,2,,,,,,
2026-06-01,200780,비씨월드제약,R1C2,3780.0,0.0,-3.84,,2,,,,,,
2026-06-01,355690,에이텀,R2C1,4140.0,0.0,6.16,,2,,,,,,
2026-06-01,383930,디티앤씨알오,R1C1,3020.0,0.0,-15.07,,2,,,,,,
2026-06-01,005320,온타이드,R2C3,1127.0,0.0,-0.71,,2,,,,,,
2026-06-01,014570,고려제약,R3C3,3490.0,0.0,-8.31,,2,,,,,,
2026-06-01,475660,에스켐,R2C3,4825.0,0.0,-8.6,,2,,,,,,
2026-06-01,025440,DH오토웨어,R1C1,770.0,0.0,0.26,,2,,,,,,
2026-06-01,026040,제이에스티나,R2C1,2270.0,0.0,-1.1,,2,,,,,,
2026-06-01,187270,신화콘텍,R1C2,3540.0,0.0,-2.68,,2,,,,,,
2026-06-01,031510,오스템,R2C4,1265.0,0.0,-6.25,,2,,,,,,
2026-06-01,045060,오공,R1C4,2050.0,0.0,-1.46,,2,,,,,,
2026-06-01,363250,진시스템,R3C2,4040.0,0.0,-0.99,,2,,,,,,
2026-06-01,177830,파버나인,R2C1,2500.0,0.0,-2.6,,2,,,,,,
2026-06-01,290520,신도기연,R2C1,2110.0,0.0,-11.18,,2,,,,,,
2026-06-01,099390,브레인즈컴퍼니,R1C3,3965.0,0.0,-3.53,,2,,,,,,
2026-06-01,187220,디티앤씨,R1C2,2800.0,0.0,-3.57,,2,,,,,,
2026-06-01,101000,KS인더스트리,R3C1,764.0,0.0,-14.27,,2,,,,,,
2026-06-01,032860,더라미,R1C1,737.0,0.0,7.87,,2,,,,,,
2026-06-01,142760,모아라이프플러스,R3C2,706.0,0.0,-4.25,,2,,,,,,
2026-06-01,398120,에스지헬스케어,R3C1,2500.0,0.0,2.2,,2,,,,,,
2026-06-01,003680,한성기업,R1C2,4705.0,0.0,-4.57,,2,,,,,,
2026-06-01,006050,국영지앤엠,R2C1,830.0,0.0,-8.92,,2,,,,,,
2026-06-01,068100,케이웨더,R2C1,2420.0,0.0,-4.96,,2,,,,,,
2026-06-01,023150,MH에탄올,R3C3,3910.0,0.0,2.05,,2,,,,,,
2026-06-01,024070,WISCOM,R3C1,1862.0,0.0,0.81,,2,,,,,,
2026-06-01,318010,팜스빌,R1C1,3575.0,0.0,-6.29,,2,,,,,,
2026-06-01,462310,뉴키즈온,R1C1,3390.0,0.0,6.19,,2,,,,,,
2026-06-01,058450,한주에이알티,R2C1,5170.0,0.0,-8.22,,2,,,,,,
2026-06-01,096690,에이루트,R4C3,6410.0,0.0,-11.39,,2,,,,,,
2026-06-01,004270,남성,R2C3,7020.0,0.0,-0.43,,2,,,,,,
2026-06-01,405000,플라즈맵,R4C4,6560.0,0.0,-24.39,,2,,,,,,
2026-06-01,021040,대호특수강,R1C1,1083.0,0.0,-4.99,,2,,,,,,
2026-06-01,039310,세중,R1C2,1291.0,0.0,-14.02,,2,,,,,,
2026-06-01,238200,비피도,R1C3,2695.0,0.0,-7.42,,2,,,,,,
2026-06-01,353190,휴럼,R4C3,2740.0,0.0,1.28,,2,,,,,,
2026-06-01,188040,바이오포트,R3C3,4610.0,0.0,3.9,,2,,,,,,
2026-06-01,083640,인콘,R2C1,1357.0,0.0,-4.2,,2,,,,,,
2026-06-01,227610,아우딘퓨쳐스,R1C3,1100.0,0.0,-1.91,,2,,,,,,
2026-06-01,196700,웹스,R2C2,1450.0,0.0,-13.52,,2,,,,,,
2026-06-01,065060,지엔코,R2C4,3450.0,0.0,6.67,,2,,,,,,
2026-06-01,130740,티피씨글로벌,R3C3,1821.0,0.0,14.77,,2,,,,,,
2026-06-01,368600,아이씨에이치,R2C1,770.0,0.0,-5.84,,2,,,,,,
2026-06-01,002070,비비안,R2C2,8050.0,0.0,-10.56,,2,,,,,,
2026-06-01,051780,큐로홀딩스,R1C2,3390.0,0.0,-9.73,,2,,,,,,
2026-06-01,018620,우진비앤지,R3C4,2970.0,0.0,7.58,,2,,,,,,
2026-06-01,0130H0,엔에이치스팩33호,R1C1,1997.0,0.0,0.4,,2,,,,,,
2026-06-01,0044K0,삼성스팩10호,R1C1,2015.0,0.0,-0.25,,2,,,,,,
2026-06-01,065420,에스아이리소스,R2C3,207.0,0.0,-4.83,,2,,,,,,
2026-06-01,0099W0,미래에셋비전스팩11호,R1C1,2000.0,0.0,0.25,,2,,,,,,
2026-06-01,489480,키움제11호스팩,R1C2,2025.0,0.0,0.25,,2,,,,,,
2026-06-01,482690,대신밸런스제19호스팩,R1C3,2160.0,0.0,0.93,,2,,,,,,
2026-06-01,0041L0,하나35호스팩,R1C1,2005.0,0.0,-0.4,,2,,,,,,
2026-06-01,477760,DB금융스팩12호,R1C2,2050.0,0.0,0.73,,2,,,,,,
2026-06-01,469480,IBKS제24호스팩,R1C1,2465.0,0.0,1.01,,2,,,,,,
2026-06-01,478110,이베스트스팩6호,R1C1,2045.0,0.0,-0.24,,2,,,,,,
2026-06-01,464440,한국제13호스팩,R1C2,2115.0,0.0,0.0,,2,,,,,,
2026-06-01,475250,하나33호스팩,R1C1,2075.0,0.0,-0.48,,2,,,,,,
2026-06-01,473000,에스케이증권제12호스팩,R1C1,2055.0,0.0,-0.49,,2,,,,,,
2026-06-02,005930,삼성전자,R1C1,350000.0,0.43,,,1,False,False,False,False,False,False
2026-06-02,032830,삼성생명,R2C1,427500.0,2.46,,,1,False,True,False,False,False,False
2026-06-02,055550,신한지주,R1C1,93600.0,6.94,,,1,False,False,False,True,False,False
2026-06-02,000810,삼성화재,R1C1,605000.0,20.66,,,1,False,False,False,False,False,False
2026-06-02,017670,SK텔레콤,R3C1,121700.0,-10.52,,,1,True,True,True,False,False,False
2026-06-02,096770,SK이노베이션,R1C1,116800.0,0.0,,,1,False,False,False,False,False,False
2026-06-02,030200,KT,R1C1,53700.0,1.49,,,1,False,False,False,False,False,False
2026-06-02,010950,S-Oil,R2C1,109500.0,4.57,,,1,False,True,False,True,False,False
2026-06-02,454910,두산로보틱스,R4C3,160900.0,-1.86,,,1,True,False,False,False,False,False
2026-06-02,005830,DB손해보험,R1C1,144500.0,0.14,,,1,False,False,False,True,False,False
2026-06-02,036930,주성엔지니어링,R2C1,192100.0,30.4,,,1,False,True,False,False,False,False
2026-06-02,950160,코오롱티슈진,R3C1,103100.0,6.21,,,1,True,True,True,True,False,False
2026-06-02,034220,LG디스플레이,R2C1,16740.0,-3.7,,,1,False,True,False,False,False,False
2026-06-02,180640,한진칼,R1C1,112100.0,7.49,,,1,False,False,False,True,False,False
2026-06-02,326030,SK바이오팜,R1C1,89400.0,1.23,,,1,False,False,False,False,False,False
2026-06-02,000500,가온전선,R3C1,397000.0,-14.74,,,1,True,True,True,True,False,False
2026-06-02,021240,코웨이,R2C1,93300.0,-0.32,,,1,False,True,False,True,True,False
2026-06-02,036570,NC,R1C3,300500.0,-3.66,,,1,False,False,False,False,False,False
2026-06-02,141080,리가켐바이오,R1C1,150000.0,-2.93,,,1,False,False,False,False,False,False
2026-06-02,029780,삼성카드,R1C1,46200.0,-0.32,,,1,False,False,False,False,False,False
2026-06-02,088980,맥쿼리인프라,R1C1,10850.0,1.57,,,1,False,False,False,False,False,False
2026-06-02,004170,신세계,R2C1,540000.0,22.04,,,1,False,True,False,True,False,False
2026-06-02,023530,롯데쇼핑,R1C1,148800.0,15.59,,,1,False,False,False,False,False,False
2026-06-02,088350,한화생명,R1C1,4845.0,0.41,,,1,False,False,False,False,False,False
2026-06-02,347850,디앤디파마텍,R2C1,87500.0,7.43,,,1,False,True,False,False,False,False
2026-06-02,012510,더존비즈온,R1C1,120900.0,-0.74,,,1,False,False,False,False,False,False
2026-06-02,251270,넷마블,R1C2,43750.0,0.23,,,1,False,False,False,False,True,False
2026-06-02,020150,롯데에너지머티리얼즈,R3C1,69000.0,-11.59,,,1,True,True,True,False,True,False
2026-06-02,111770,영원무역,R1C1,77100.0,5.84,,,1,False,False,False,False,False,False
2026-06-02,302440,SK바이오사이언스,R1C1,41300.0,0.36,,,1,False,False,False,True,False,False
2026-06-02,043260,성호전자,R4C2,45850.0,12.1,,,1,True,False,False,False,True,True
2026-06-02,009420,한올바이오파마,R1C1,59300.0,-6.58,,,1,False,False,False,False,False,False
2026-06-02,001720,신영증권,R2C2,177500.0,6.14,,,1,False,True,False,True,False,False
2026-06-02,012750,에스원,R1C1,71700.0,3.21,,,1,False,False,False,False,True,False
2026-06-02,069960,현대백화점,R2C1,115900.0,20.62,,,1,False,True,False,False,False,False
2026-06-02,082920,비츠로셀,R1C1,52300.0,-3.63,,,1,False,False,False,False,False,False
2026-06-02,026960,동서,R1C1,23800.0,2.31,,,1,False,False,False,False,False,False
2026-06-02,000240,한국앤컴퍼니,R1C2,24800.0,3.63,,,1,False,False,False,True,True,False
2026-06-02,003690,코리안리,R1C1,12990.0,4.0,,,1,False,False,False,False,False,False
2026-06-02,085620,미래에셋생명,R4C4,17350.0,11.87,,,1,True,False,False,False,True,True
2026-06-02,282330,BGF리테일,R2C1,129600.0,-0.46,,,1,False,True,False,True,False,False
2026-06-02,007070,GS리테일,R1C1,24850.0,-5.84,,,1,False,False,False,False,False,False
2026-06-02,081660,미스토홀딩스,R2C1,39400.0,-1.27,,,1,False,True,False,True,True,False
2026-06-02,140410,메지온,R1C1,62300.0,4.01,,,1,False,False,False,False,False,False
2026-06-02,007390,네이처셀,R3C2,30250.0,14.21,,,1,True,True,True,False,False,False
2026-06-02,462870,시프트업,R1C1,29800.0,2.18,,,1,False,False,False,False,False,False
2026-06-02,039200,오스코텍,R3C4,43000.0,-3.26,,,1,True,True,True,True,False,False
2026-06-02,096530,씨젠,R2C2,31750.0,-2.2,,,1,False,True,False,True,False,False
2026-06-02,001800,오리온홀딩스,R2C1,25700.0,3.5,,,1,False,True,False,True,True,False
2026-06-02,090360,로보스타,R4C4,158800.0,-12.34,,,1,True,False,False,False,False,False
2026-06-02,031330,에스에이엠티,R2C1,15290.0,23.35,,,1,False,True,False,False,False,False
2026-06-02,032500,케이엠더블유,R2C1,33950.0,12.52,,,1,False,True,False,True,False,False
2026-06-02,192080,더블유게임즈,R1C1,68300.0,2.93,,,1,False,False,False,False,False,False
2026-06-02,073240,금호타이어,R1C1,4795.0,-0.31,,,1,False,False,False,True,False,False
2026-06-02,490470,세미파이브,R1C1,38900.0,-2.06,,,1,False,False,False,False,False,False
2026-06-02,006110,삼아알미늄,R3C1,84400.0,-3.32,,,1,True,True,True,True,True,False
2026-06-02,388720,유일로보틱스,R3C2,105800.0,-5.86,,,1,True,True,True,False,True,True
2026-06-02,466100,클로봇,R2C1,46600.0,-0.32,,,1,False,True,False,False,True,False
2026-06-02,000080,하이트진로,R2C1,16440.0,0.91,,,1,False,True,False,True,False,False
2026-06-02,089860,롯데렌탈,R1C1,31250.0,-1.6,,,1,False,False,False,False,False,False
2026-06-02,300720,한일시멘트,R1C1,14190.0,1.9,,,1,False,False,False,False,False,False
2026-06-02,358570,지아이이노베이션,R3C1,14200.0,-2.82,,,1,True,True,True,False,True,True
2026-06-02,094170,동운아나텍,R3C1,41550.0,-5.54,,,1,True,True,True,True,False,False
2026-06-02,035760,CJ ENM,R1C2,39800.0,-1.13,,,1,False,False,False,True,False,False
2026-06-02,033790,피노,R1C1,10425.0,8.3,,,1,False,False,False,False,False,True
2026-06-02,033240,자화전자,R2C2,39800.0,-3.27,,,1,False,True,False,False,False,False
2026-06-02,046890,서울반도체,R2C3,14370.0,-2.57,,,1,False,True,False,True,False,False
2026-06-02,476060,온코닉테라퓨틱스,R1C1,17720.0,-5.93,,,1,False,False,False,False,False,False
2026-06-02,033640,네패스,R2C1,35800.0,5.17,,,1,False,True,False,True,False,False
2026-06-02,389470,인벤티지랩,R1C1,51300.0,-0.78,,,1,False,False,False,False,False,False
2026-06-02,348340,뉴로메카,R2C1,54000.0,-7.04,,,1,False,True,False,False,False,False
2026-06-02,059090,미코,R1C1,20525.0,9.38,,,1,False,False,False,False,False,False
2026-06-02,102940,코오롱생명과학,R2C1,50500.0,2.57,,,1,False,True,False,False,False,False
2026-06-02,327260,RF머트리얼즈,R1C1,75000.0,5.33,,,1,False,False,False,False,False,False
2026-06-02,002350,넥센타이어,R1C1,6720.0,1.79,,,1,False,False,False,False,False,False
2026-06-02,293940,신한알파리츠,R1C1,5260.0,1.71,,,1,False,False,False,False,False,False
2026-06-02,041830,인바디,R1C1,43350.0,-2.08,,,1,False,False,False,False,False,False
2026-06-02,425420,티에프이,R2C1,47500.0,4.32,,,1,False,True,False,False,False,False
2026-06-02,002840,미원상사,R1C1,117300.0,4.09,,,1,False,False,False,False,False,False
2026-06-02,453340,현대그린푸드,R1C1,16730.0,0.54,,,1,False,False,False,False,False,True
2026-06-02,003300,한일홀딩스,R1C1,16670.0,0.12,,,1,False,False,False,False,False,False
2026-06-02,035890,서희건설,R2C1,2235.0,1.34,,,1,False,True,False,False,False,False
2026-06-02,031430,신세계인터내셔날,R1C2,13960.0,2.94,,,1,False,False,False,True,False,False
2026-06-02,020000,한섬,R1C1,22350.0,0.22,,,1,False,False,False,False,False,False
2026-06-02,170920,엘티씨,R2C1,41700.0,13.67,,,1,False,True,False,True,False,False
