Date,Open,High,Low,Close,Volume,Change
2025-12-12,4525,5440,2030,2030,60392777,
2025-12-15,2590,2635,2005,2035,1737789,0.0024630541871921
2025-12-16,2010,2035,1996,2010,1037376,-0.0122850122850123
2025-12-17,2015,2025,2000,2005,309079,-0.0024875621890547
2025-12-18,2005,2015,2000,2010,214146,0.0024937655860348
2025-12-19,2010,2020,2005,2015,125720,0.0024875621890547
2025-12-22,2015,2030,2005,2005,182901,-0.0049627791563275
2025-12-23,2005,2015,2005,2015,72622,0.0049875311720697
2025-12-24,2015,2020,2010,2010,47033,-0.0024813895781637
2025-12-26,2010,2020,2010,2020,44454,0.0049751243781095
2025-12-29,2005,2020,2000,2005,407742,-0.0074257425742574
2025-12-30,2005,2010,2000,2000,132554,-0.0024937655860348
2026-01-02,2000,2025,2000,2010,126982,0.0049999999999998
2026-01-05,2010,2035,2005,2015,117691,0.0024875621890547
2026-01-06,2030,2035,2015,2025,173183,0.0049627791563275
2026-01-07,2025,2035,2020,2030,90333,0.0024691358024691
2026-01-08,2030,2030,2020,2025,205698,-0.0024630541871921
2026-01-09,2025,2030,2020,2030,19495,0.0024691358024691
2026-01-12,2030,2030,2025,2025,12978,-0.0024630541871921
2026-01-13,2025,2030,2020,2025,15203,0.0
2026-01-14,2025,2030,2020,2025,13266,0.0
2026-01-15,2025,2025,2020,2020,13289,-0.0024691358024691
2026-01-16,2025,2030,2020,2020,26767,0.0
2026-01-19,2025,2030,2020,2025,27639,0.0024752475247524
2026-01-20,2025,2030,2020,2030,16807,0.0024691358024691
2026-01-21,2030,2030,2020,2025,29567,-0.0024630541871921
2026-01-22,2025,2035,2020,2030,83463,0.0024691358024691
2026-01-23,2020,2030,2020,2025,42295,-0.0024630541871921
2026-01-26,2025,2040,2025,2030,46765,0.0024691358024691
2026-01-27,2030,2040,2025,2035,33723,0.0024630541871921
2026-01-28,2030,2040,2025,2025,270376,-0.0049140049140049
2026-01-29,2025,2035,2025,2030,12490,0.0024691358024691
2026-01-30,2025,2050,2025,2040,111208,0.0049261083743843
2026-02-02,2040,2040,2030,2030,73048,-0.0049019607843137
2026-02-03,2030,2050,2030,2045,38918,0.0073891625615762
2026-02-04,2035,2045,2035,2040,35833,-0.002444987775061
2026-02-05,2035,2050,2035,2050,15986,0.0049019607843137
2026-02-06,2050,2050,2035,2040,58251,-0.0048780487804878
2026-02-09,2040,2055,2040,2045,109364,0.0024509803921568
2026-02-10,2045,2055,2035,2045,132705,0.0
2026-02-11,2050,2065,2050,2060,119711,0.0073349633251833
2026-02-12,2060,2060,2050,2060,46181,0.0
2026-02-13,2055,2070,2055,2065,41116,0.0024271844660195
2026-02-19,2060,2080,2055,2070,85717,0.0024213075060532
2026-02-20,2065,2070,2060,2070,20612,0.0
2026-02-23,2065,2070,2065,2065,12182,-0.002415458937198
2026-02-24,2070,2080,2060,2080,24098,0.0072639225181598
2026-02-25,2075,2085,2065,2080,57383,0.0
2026-02-26,2065,2080,2065,2070,15800,-0.0048076923076922
2026-02-27,2080,2080,2070,2075,10154,0.002415458937198
2026-03-03,2075,2075,2055,2060,83324,-0.0072289156626506
2026-03-04,2060,2060,2050,2055,19869,-0.0024271844660194
2026-03-05,2055,2070,2050,2060,43967,0.002433090024331
2026-03-06,2060,2070,2055,2060,2343,0.0
2026-03-09,2060,2060,2055,2055,8963,-0.0024271844660194
2026-03-10,2055,2070,2050,2060,35667,0.002433090024331
2026-03-11,2055,2075,2055,2075,63009,0.0072815533980583
2026-03-12,2075,2085,2075,2080,15669,0.0024096385542169
2026-03-13,2080,2080,2065,2075,2615,-0.0024038461538461
2026-03-16,2080,2080,2070,2075,889,0.0
2026-03-17,2080,2085,2070,2070,2439,-0.0024096385542168
2026-03-18,2070,2075,2070,2070,1236,0.0
2026-03-19,2070,2075,2060,2065,3046,-0.002415458937198
2026-03-20,2060,2075,2060,2065,8213,0.0
2026-03-23,2060,2075,2055,2075,22977,0.0048426150121065
2026-03-24,2075,2075,2065,2065,10959,-0.0048192771084337
2026-03-25,2065,2070,2055,2060,29583,-0.0024213075060532
2026-03-26,2060,2065,2060,2060,1525,0.0
2026-03-27,2060,2060,2050,2055,2325,-0.0024271844660194
2026-03-30,2055,2055,2045,2050,13243,-0.0024330900243308
2026-03-31,2050,2060,2050,2050,17875,0.0
2026-04-01,2050,2060,2050,2055,2058,0.0024390243902439
2026-04-02,2045,2055,2045,2045,13416,-0.0048661800486617
2026-04-03,2045,2050,2040,2050,6819,0.0024449877750611
2026-04-06,2045,2055,2040,2055,10477,0.0024390243902439
2026-04-07,2045,2060,2045,2050,1480,-0.0024330900243308
2026-04-08,2050,2060,2045,2050,3168,0.0
2026-04-09,2050,2050,2040,2050,2768,0.0
2026-04-10,2050,2050,2045,2050,4227,0.0
2026-04-13,2050,2050,2040,2045,3044,-0.0024390243902439
2026-04-14,2047,2050,2040,2045,10730,0.0
2026-04-15,2040,2045,2030,2040,10876,-0.002444987775061
2026-04-16,2040,2045,2035,2045,874,0.0024509803921568
2026-04-17,2040,2045,2040,2045,4284,0.0
2026-04-20,2045,2050,2045,2050,6042,0.0024449877750611
2026-04-21,2050,2050,2040,2050,990,0.0
2026-04-22,2035,2050,2035,2045,943,-0.0024390243902439
2026-04-23,2040,2050,2040,2050,3652,0.0024449877750611
2026-04-24,2040,2055,2030,2050,21383,0.0
